Transaction_ID,Employee_ID,Worker_ID,Effective_Date,Transaction_Type,Transaction_Status,Reason_Code,Prior_Job_Profile,New_Job_Profile,Prior_Job_Level,New_Job_Level,Prior_Business_Unit,New_Business_Unit,Prior_Division,New_Division,Prior_Department,New_Department,Prior_Manager_ID,New_Manager_ID,Prior_Location,New_Location,Prior_Worker_Type,New_Worker_Type,Initiated_By,Initiated_Date,Completed_Date,Comments
JM5148244,EMP519286,WD88240320,2025-12-12,Demotion,Completed,Voluntary Step-Down,Associate II,Specialist I,2.0,1.0,Technology,Technology,Cybersecurity,Cybersecurity,Threat Intelligence,Threat Intelligence,EMP879330,EMP879330,"New York, NY","New York, NY",Regular,Regular,HR,2025-11-18,2025-12-12,Demotion
JM1767317,EMP519347,WD35563106,2025-11-28,Lateral Move,Completed,Career Development,Coordinator,Associate I,1.0,1.0,Commercial Banking,Wealth Management,Real Estate Finance,Private Banking,Property Management,Client Advisory,EMP328686,EMP328686,"New York, NY","New York, NY",Regular,Regular,Manager,2025-11-08,2025-11-28,Lateral move to Wealth Management
JM9505720,EMP519618,WD98510975,2025-09-30,Promotion,Completed,Skill Development,Lead Specialist,Principal Analyst,4.0,5.0,Investment Banking,Investment Banking,Mergers & Acquisitions,Mergers & Acquisitions,Deal Origination,Deal Origination,EMP306648,EMP306648,"San Francisco, CA","San Francisco, CA",Contractor,Contractor,Manager,2025-08-13,2025-09-30,Promotion from Level 4 to Level 5
JM4728343,EMP519809,WD52886267,2026-01-20,Lateral Move,Completed,Leadership Development,Principal Analyst,Principal Analyst,5.0,5.0,Investment Banking,Retail Banking,Structured Finance,Branch Operations,Leveraged Finance,Teller Operations,EMP779705,EMP779705,"Chicago, IL","Chicago, IL",Regular,Regular,Employee,2025-12-31,2026-01-20,Lateral move to Retail Banking
JM8820817,EMP519997,WD25173295,2025-03-25,Promotion,Completed,Performance Based,Senior Specialist,Lead Specialist,3.0,4.0,Technology,Technology,Application Development,Application Development,DevOps,DevOps,EMP206223,EMP206223,"San Francisco, CA","San Francisco, CA",Regular,Regular,Manager,2025-01-29,2025-03-25,Promotion from Level 3 to Level 4
JM9925574,EMP519997,WD25173295,2025-03-27,Lateral Move,Completed,Relocation Request,Senior Specialist,Senior Associate,3.0,3.0,Technology,Wealth Management,Application Development,Asset Management,DevOps,Fixed Income Strategies,EMP206223,EMP206223,"San Francisco, CA","San Francisco, CA",Regular,Regular,Manager,2025-02-10,2025-03-27,Lateral move to Wealth Management
JM7966146,EMP520366,WD72207378,2025-07-13,Hire,Completed,Internal Referral,,Lead Representative,,3.0,,Retail Banking,,Deposits & Payments,,Checking & Savings,,EMP696298,,"Chicago, IL",,Regular,HR System,2025-06-16,2025-07-13,New hire - Experienced Hire
JM5276521,EMP520872,WD76942862,2025-02-02,Lateral Move,Completed,Relocation Request,Senior Specialist,Senior Associate,3.0,3.0,Technology,Corporate Functions,Cybersecurity,Human Resources,Penetration Testing,HR Business Partners,EMP595477,EMP595477,"Toronto, ON","Toronto, ON",Regular,Regular,Manager,2024-12-29,2025-02-02,Lateral move to Corporate Functions
JM1208068,EMP520872,WD76942862,2025-11-26,Promotion,Completed,Skill Development,Senior Specialist,Lead Analyst,3.0,4.0,Technology,Technology,Cybersecurity,Cybersecurity,Penetration Testing,Penetration Testing,EMP595477,EMP595477,"Toronto, ON","Toronto, ON",Regular,Regular,Manager,2025-10-10,2025-11-26,Promotion from Level 3 to Level 4
JM7425394,EMP521280,WD40388630,2025-11-12,Promotion,Completed,Performance Based,Specialist II,Senior Analyst,2.0,3.0,Risk & Compliance,Risk & Compliance,Audit,Audit,Operational Audit,Operational Audit,EMP265460,EMP265460,"Chicago, IL","Chicago, IL",Regular,Regular,Manager,2025-09-25,2025-11-12,Promotion from Level 2 to Level 3
JM2299900,EMP521349,WD62795616,2025-02-19,Promotion,Completed,Market Adjustment,Team Manager,Operations Manager,6.0,7.0,Retail Banking,Retail Banking,Branch Operations,Branch Operations,Customer Service,Customer Service,EMP168705,EMP168705,"New York, NY","New York, NY",Regular,Regular,Manager,2025-01-06,2025-02-19,Promotion from Level 6 to Level 7
JM4543158,EMP521544,WD51316909,2025-10-07,Termination,Completed,Voluntary - Personal Reasons,Senior Analyst,,3.0,,Commercial Banking,,Trade Finance,,Supply Chain Finance,,EMP912087,,"Charlotte, NC",,Regular,,Employee,2025-09-10,2025-10-07,Voluntary - Personal Reasons
JM3433093,EMP521954,WD61638235,2025-12-14,Hire,Completed,Executive Recruitment,,Assistant Manager,,6.0,,Corporate Functions,,Legal,,Regulatory Affairs,,EMP225818,,"Boston, MA",,Regular,HR System,2025-11-30,2025-12-14,New hire - Executive Recruitment
JM9243980,EMP521954,WD61638235,2026-01-14,Promotion,Completed,Expanded Role,Assistant Manager,Branch Manager,6.0,7.0,Corporate Functions,Corporate Functions,Legal,Legal,Regulatory Affairs,Regulatory Affairs,EMP225818,EMP225818,"Boston, MA","Boston, MA",Regular,Regular,Manager,2025-11-17,2026-01-14,Promotion from Level 6 to Level 7
JM8078861,EMP522085,WD24180104,2025-09-10,Lateral Move,Completed,Restructuring,Lead Specialist,Team Lead,4.0,4.0,Technology,Commercial Banking,Cybersecurity,Treasury Services,Security Operations,Trade Operations,EMP984199,EMP984199,"Denver, CO","Denver, CO",Regular,Regular,Manager,2025-08-03,2025-09-10,Lateral move to Commercial Banking
JM9201578,EMP522200,WD81621296,2025-10-04,Hire,Completed,Expansion,,Specialist I,,1.0,,Retail Banking,,Consumer Lending,,Auto Loans,,EMP891715,,"Los Angeles, CA",,Regular,Recruiter,2025-09-06,2025-10-04,New hire - Expansion
JM5090764,EMP522393,WD20893313,2025-08-04,Hire,Completed,Backfill,,Analyst I,,1.0,,Commercial Banking,,Corporate Lending,,Relationship Management,,EMP254714,,"New York, NY",,Regular,Hiring Manager,2025-07-22,2025-08-04,New hire - New Position
JM1384185,EMP522554,WD33491752,2025-09-20,Lateral Move,Completed,Career Development,Specialist I,Coordinator,1.0,1.0,Retail Banking,Investment Banking,Consumer Lending,Capital Markets,Mortgage Origination,Equity Sales,EMP521754,EMP521754,"New York, NY","New York, NY",Contractor,Contractor,HR,2025-08-11,2025-09-20,Lateral move to Investment Banking
JM2471907,EMP522695,WD94564753,2025-02-27,Promotion,Completed,Succession Planning,Senior Specialist,Lead Analyst,3.0,4.0,Retail Banking,Retail Banking,Digital Banking,Digital Banking,Online Banking,Online Banking,EMP850155,EMP850155,"Chicago, IL","Chicago, IL",Regular,Regular,Manager,2025-01-24,2025-02-27,Promotion from Level 3 to Level 4
JM2711518,EMP522700,WD97898397,2025-03-13,Lateral Move,Completed,Career Development,Associate I,Specialist I,1.0,1.0,Retail Banking,Investment Banking,Branch Operations,Mergers & Acquisitions,Branch Management,Deal Origination,EMP245292,EMP245292,"Chicago, IL","Chicago, IL",Temporary,Temporary,Employee,2025-02-04,2025-03-13,Lateral move to Investment Banking
JM5843105,EMP522757,WD20610557,2025-04-10,Lateral Move,Completed,Career Development,Lead Representative,Senior Specialist,3.0,3.0,Retail Banking,Commercial Banking,Branch Operations,Treasury Services,Teller Operations,FX Services,EMP928249,EMP928249,"New York, NY","New York, NY",Regular,Regular,Employee,2025-03-27,2025-04-10,Lateral move to Commercial Banking
JM1642506,EMP523125,WD78651952,2025-03-10,Hire,Completed,Backfill,,Analyst I,,1.0,,Wealth Management,,Private Banking,,Relationship Management,,EMP272971,,"Atlanta, GA",,Regular,HR System,2025-02-09,2025-03-10,New hire - Backfill
JM6605618,EMP523125,WD78651952,2025-10-09,Promotion,Completed,Market Adjustment,Analyst I,Associate II,1.0,2.0,Wealth Management,Wealth Management,Private Banking,Private Banking,Relationship Management,Relationship Management,EMP272971,EMP272971,"Atlanta, GA","Atlanta, GA",Regular,Regular,Manager,2025-09-09,2025-10-09,Promotion from Level 1 to Level 2
JM7323981,EMP523249,WD78710704,2025-03-18,Lateral Move,Completed,Business Need,Principal Associate,Lead Analyst,4.0,4.0,Wealth Management,Commercial Banking,Asset Management,Corporate Lending,Equity Strategies,Loan Operations,EMP704035,EMP704035,"Charlotte, NC","Charlotte, NC",Regular,Regular,HR,2025-02-08,2025-03-18,Lateral move to Commercial Banking
JM9291036,EMP523602,WD96635178,2025-05-18,Promotion,Completed,Skill Development,Senior Analyst,Principal Associate,3.0,4.0,Retail Banking,Retail Banking,Digital Banking,Digital Banking,Mobile Banking,Mobile Banking,EMP402405,EMP402405,"Atlanta, GA","Atlanta, GA",Regular,Regular,Manager,2025-04-13,2025-05-18,Promotion from Level 3 to Level 4
JM4014681,EMP523602,WD96635178,2025-07-03,Lateral Move,Completed,Leadership Development,Senior Analyst,Lead Representative,3.0,3.0,Retail Banking,Investment Banking,Digital Banking,Mergers & Acquisitions,Mobile Banking,Integration,EMP402405,EMP402405,"Atlanta, GA","Atlanta, GA",Regular,Regular,Manager,2025-05-24,2025-07-03,Lateral move to Investment Banking
JM8427790,EMP523832,WD83053533,2025-07-20,Hire,Completed,Expansion,,Senior Associate,,3.0,,Retail Banking,,Branch Operations,,Teller Operations,,EMP534363,,"Denver, CO",,Regular,HR System,2025-07-02,2025-07-20,New hire - Backfill
JM7852204,EMP523984,WD44736101,2025-05-04,Termination,Completed,Voluntary - Personal Reasons,Analyst I,,1.0,,Investment Banking,,Structured Finance,,Securitization,,EMP697498,,"Dallas, TX",,Regular,,Employee,2025-04-01,2025-05-04,Voluntary - Personal Reasons
JM1239550,EMP524175,WD64012371,2025-09-26,Promotion,Completed,Performance Based,Analyst I,Associate II,1.0,2.0,Risk & Compliance,Risk & Compliance,Audit,Audit,SOX Compliance,SOX Compliance,EMP461047,EMP461047,"New York, NY","New York, NY",Regular,Regular,Manager,2025-08-16,2025-09-26,Promotion from Level 1 to Level 2
JM1238193,EMP524453,WD92946430,2025-07-09,Promotion,Completed,Retention,Representative,Lead Representative,2.0,3.0,Commercial Banking,Commercial Banking,Treasury Services,Treasury Services,Cash Management,Cash Management,EMP430376,EMP430376,"Charlotte, NC","Charlotte, NC",Contractor,Contractor,Manager,2025-05-17,2025-07-09,Promotion from Level 2 to Level 3
JM9114845,EMP524461,WD74493345,2025-06-13,Hire,Completed,Expansion,,Specialist II,,2.0,,Commercial Banking,,Trade Finance,,Documentary Collections,,EMP135013,,"Chicago, IL",,Regular,Hiring Manager,2025-05-26,2025-06-13,New hire - Campus Hire
JM9901544,EMP524461,WD74493345,2025-06-13,Termination,Completed,Voluntary - Return to School,Specialist II,,2.0,,Commercial Banking,,Trade Finance,,Documentary Collections,,EMP135013,,"Chicago, IL",,Regular,,Employee,2025-05-02,2025-06-13,Voluntary - Return to School
JM1134915,EMP524535,WD16099961,2025-10-19,Hire,Completed,Internal Referral,,Analyst II,,2.0,,Retail Banking,,Branch Operations,,Branch Management,,EMP827725,,"New York, NY",,Regular,HR System,2025-09-19,2025-10-19,New hire - Campus Hire
JM4291131,EMP524535,WD16099961,2025-12-01,Lateral Move,Completed,Business Need,Analyst II,Specialist II,2.0,2.0,Retail Banking,Technology,Branch Operations,Cybersecurity,Branch Management,Penetration Testing,EMP827725,EMP827725,"New York, NY","New York, NY",Regular,Regular,Employee,2025-10-20,2025-12-01,Lateral move to Technology
JM2483343,EMP524679,WD87413053,2025-02-19,Hire,Completed,Experienced Hire,,Expert,,5.0,,Commercial Banking,,Corporate Lending,,Portfolio Management,,EMP163491,,"New York, NY",,Regular,HR System,2025-02-02,2025-02-19,New hire - Backfill
JM9426296,EMP524745,WD20966811,2025-04-29,Promotion,Completed,Skill Development,Representative,Senior Analyst,2.0,3.0,Retail Banking,Retail Banking,Branch Operations,Branch Operations,Teller Operations,Teller Operations,EMP364020,EMP364020,"New York, NY","New York, NY",Regular,Regular,Manager,2025-02-28,2025-04-29,Promotion from Level 2 to Level 3
JM2557745,EMP524758,WD64334465,2025-10-04,Hire,Completed,New Position,,Regional Director,,9.0,,Commercial Banking,,Corporate Lending,,Loan Operations,,EMP783011,,"New York, NY",,Regular,Recruiter,2025-09-26,2025-10-04,New hire - New Position
JM3087668,EMP524988,WD20157246,2025-03-03,Lateral Move,Completed,Project Assignment,Lead Representative,Senior Analyst,3.0,3.0,Investment Banking,Commercial Banking,Mergers & Acquisitions,Treasury Services,Valuation,FX Services,EMP605257,EMP605257,"San Francisco, CA","San Francisco, CA",Contractor,Contractor,Employee,2025-01-27,2025-03-03,Lateral move to Commercial Banking
JM4030850,EMP525151,WD38878353,2025-04-03,Promotion,Completed,Succession Planning,Specialist II,Lead Representative,2.0,3.0,Retail Banking,Retail Banking,Branch Operations,Branch Operations,Sales,Sales,EMP576013,EMP576013,"Toronto, ON","Toronto, ON",Regular,Regular,Manager,2025-02-25,2025-04-03,Promotion from Level 2 to Level 3
JM8316829,EMP525222,WD13325697,2025-07-10,Hire,Completed,Expansion,,Specialist I,,1.0,,Retail Banking,,Deposits & Payments,,Payment Processing,,EMP168705,,"Boston, MA",,Regular,HR System,2025-06-11,2025-07-10,New hire - Campus Hire
JM4408845,EMP525222,WD13325697,2025-09-01,Promotion,Completed,Succession Planning,Specialist I,Analyst II,1.0,2.0,Retail Banking,Retail Banking,Deposits & Payments,Deposits & Payments,Payment Processing,Payment Processing,EMP168705,EMP168705,"Boston, MA","Boston, MA",Regular,Regular,Manager,2025-07-23,2025-09-01,Promotion from Level 1 to Level 2
JM8017123,EMP525239,WD76623939,2025-05-08,Lateral Move,Completed,Restructuring,Associate II,Associate II,2.0,2.0,Retail Banking,Commercial Banking,Digital Banking,Treasury Services,Digital Onboarding,Trade Operations,EMP766538,EMP766538,"Charlotte, NC","Charlotte, NC",Temporary,Temporary,Employee,2025-04-01,2025-05-08,Lateral move to Commercial Banking
JM2372405,EMP525650,WD83287419,2025-04-20,Hire,Completed,New Position,,Managing Director,,10.0,,Retail Banking,,Digital Banking,,Digital Onboarding,,EMP424462,,"Denver, CO",,Regular,Hiring Manager,2025-04-11,2025-04-20,New hire - New Position
JM2415344,EMP525670,WD24739464,2025-11-14,Promotion,Completed,Performance Based,Principal Associate,Senior Principal,4.0,5.0,Retail Banking,Retail Banking,Consumer Lending,Consumer Lending,Mortgage Origination,Mortgage Origination,EMP680168,EMP680168,"Chicago, IL","Chicago, IL",Regular,Regular,Manager,2025-09-29,2025-11-14,Promotion from Level 4 to Level 5
JM5533456,EMP525861,WD60051145,2025-06-14,Promotion,Completed,Market Adjustment,Lead Representative,Lead Analyst,3.0,4.0,Retail Banking,Retail Banking,Branch Operations,Branch Operations,Branch Management,Branch Management,EMP143930,EMP143930,"Chicago, IL","Chicago, IL",Regular,Regular,Manager,2025-05-11,2025-06-14,Promotion from Level 3 to Level 4
JM6577268,EMP526060,WD68954389,2025-09-12,Promotion,Completed,Performance Based,Associate I,Specialist II,1.0,2.0,Retail Banking,Retail Banking,Branch Operations,Branch Operations,Sales,Sales,EMP827495,EMP827495,"Los Angeles, CA","Los Angeles, CA",Regular,Regular,Manager,2025-07-18,2025-09-12,Promotion from Level 1 to Level 2
JM2873831,EMP526060,WD68954389,2025-10-12,Lateral Move,Completed,Business Need,Associate I,Coordinator,1.0,1.0,Retail Banking,Retail Banking,Branch Operations,Branch Operations,Sales,Customer Service,EMP827495,EMP827495,"Los Angeles, CA","Los Angeles, CA",Regular,Regular,HR,2025-09-20,2025-10-12,Lateral move to Retail Banking
JM8449061,EMP526174,WD45214260,2025-07-12,Promotion,Completed,Market Adjustment,Senior Specialist,Lead Specialist,3.0,4.0,Wealth Management,Wealth Management,Asset Management,Asset Management,Fixed Income Strategies,Fixed Income Strategies,EMP981685,EMP981685,"New York, NY","New York, NY",Regular,Regular,Manager,2025-06-12,2025-07-12,Promotion from Level 3 to Level 4
JM8480560,EMP526236,WD26790321,2025-04-25,Promotion,Completed,Performance Based,Associate Director,Director,8.0,9.0,Retail Banking,Retail Banking,Branch Operations,Branch Operations,Teller Operations,Teller Operations,EMP603332,EMP603332,"Chicago, IL","Chicago, IL",Regular,Regular,Manager,2025-03-14,2025-04-25,Promotion from Level 8 to Level 9
JM8467819,EMP526826,WD84011350,2025-07-28,Promotion,Completed,Succession Planning,Representative,Senior Specialist,2.0,3.0,Retail Banking,Retail Banking,Consumer Lending,Consumer Lending,Personal Loans,Personal Loans,EMP299477,EMP299477,"San Francisco, CA","San Francisco, CA",Regular,Regular,Manager,2025-06-13,2025-07-28,Promotion from Level 2 to Level 3
JM1146274,EMP526826,WD84011350,2026-01-27,Lateral Move,Completed,Restructuring,Representative,Representative,2.0,2.0,Retail Banking,Corporate Functions,Consumer Lending,Marketing,Personal Loans,Communications,EMP299477,EMP299477,"San Francisco, CA","San Francisco, CA",Regular,Regular,Manager,2025-12-27,2026-01-27,Lateral move to Corporate Functions
JM5783113,EMP527013,WD82304946,2025-05-01,Hire,Completed,Internal Referral,,Coordinator,,1.0,,Retail Banking,,Branch Operations,,Branch Management,,EMP859441,,"Toronto, ON",,Regular,Hiring Manager,2025-04-17,2025-05-01,New hire - Expansion
JM2059598,EMP527013,WD82304946,2025-12-21,Termination,Completed,Voluntary - Personal Reasons,Coordinator,,1.0,,Retail Banking,,Branch Operations,,Branch Management,,EMP859441,,"Toronto, ON",,Regular,,Employee,2025-10-29,2025-12-21,Voluntary - Personal Reasons
JM3050961,EMP527148,WD32748732,2025-06-28,Termination,Completed,Voluntary - Return to School,Lead Representative,,3.0,,Wealth Management,,Asset Management,,Fund Operations,,EMP746872,,"Charlotte, NC",,Regular,,Employee,2025-05-16,2025-06-28,Voluntary - Return to School
JM5770979,EMP527148,WD32748732,2025-09-26,Hire,Completed,New Position,,Lead Representative,,3.0,,Wealth Management,,Asset Management,,Fund Operations,,EMP746872,,"Charlotte, NC",,Regular,Hiring Manager,2025-09-19,2025-09-26,New hire - Internal Referral
JM1450383,EMP527224,WD94667865,2025-10-24,Hire,Completed,Campus Hire,,Specialist I,,1.0,,Commercial Banking,,Treasury Services,,Liquidity Management,,EMP657535,,"New York, NY",,Regular,HR System,2025-09-30,2025-10-24,New hire - Internal Referral
JM3372880,EMP527263,WD93974787,2025-09-17,Lateral Move,Completed,Relocation Request,Associate II,Analyst II,2.0,2.0,Retail Banking,Investment Banking,Deposits & Payments,Capital Markets,ACH Operations,Derivatives,EMP647007,EMP647007,"New York, NY","New York, NY",Regular,Regular,HR,2025-08-10,2025-09-17,Lateral move to Investment Banking
JM5064135,EMP527437,WD26329434,2025-10-04,Lateral Move,Completed,Career Development,Senior Specialist,Lead Representative,3.0,3.0,Wealth Management,Risk & Compliance,Trust Services,Regulatory Compliance,Charitable Services,Policy Management,EMP783373,EMP783373,"New York, NY","New York, NY",Regular,Regular,HR,2025-09-06,2025-10-04,Lateral move to Risk & Compliance
JM6357611,EMP527439,WD14091108,2025-02-18,Hire,Completed,Internal Referral,,Associate II,,2.0,,Wealth Management,,Asset Management,,Fixed Income Strategies,,EMP981685,,"Boston, MA",,Regular,Hiring Manager,2025-02-01,2025-02-18,New hire - New Position
JM4461951,EMP527439,WD14091108,2025-05-03,Demotion,Completed,Voluntary Step-Down,Associate II,Associate I,2.0,1.0,Wealth Management,Wealth Management,Asset Management,Asset Management,Fixed Income Strategies,Fixed Income Strategies,EMP981685,EMP981685,"Boston, MA","Boston, MA",Regular,Regular,HR,2025-04-16,2025-05-03,Demotion
JM5154754,EMP527510,WD69794661,2025-04-23,Promotion,Completed,Market Adjustment,Principal Associate,Expert,4.0,5.0,Risk & Compliance,Risk & Compliance,Enterprise Risk,Enterprise Risk,Operational Risk,Operational Risk,EMP990233,EMP990233,"Dallas, TX","Dallas, TX",Regular,Regular,Manager,2025-03-06,2025-04-23,Promotion from Level 4 to Level 5
JM8915844,EMP527776,WD26921279,2025-10-08,Promotion,Completed,Market Adjustment,Lead Representative,Team Lead,3.0,4.0,Retail Banking,Retail Banking,Branch Operations,Branch Operations,Sales,Sales,EMP157492,EMP157492,"New York, NY","New York, NY",Regular,Regular,Manager,2025-08-20,2025-10-08,Promotion from Level 3 to Level 4
JM7660910,EMP527869,WD86973527,2025-07-16,Termination,Completed,Involuntary - Performance,Senior Associate,,3.0,,Retail Banking,,Branch Operations,,Branch Management,,EMP247925,,"New York, NY",,Regular,,HR,2025-05-17,2025-07-16,Involuntary - Performance
JM4443822,EMP528090,WD38112164,2025-11-10,Promotion,Completed,Expanded Role,Analyst I,Representative,1.0,2.0,Investment Banking,Investment Banking,Advisory Services,Advisory Services,Strategic Advisory,Strategic Advisory,EMP988209,EMP988209,"Atlanta, GA","Atlanta, GA",Regular,Regular,Manager,2025-09-19,2025-11-10,Promotion from Level 1 to Level 2
JM5480200,EMP528115,WD70253379,2025-11-18,Promotion,Completed,Succession Planning,Team Lead,Expert,4.0,5.0,Retail Banking,Retail Banking,Deposits & Payments,Deposits & Payments,Payment Processing,Payment Processing,EMP994966,EMP994966,"Charlotte, NC","Charlotte, NC",Regular,Regular,Manager,2025-10-05,2025-11-18,Promotion from Level 4 to Level 5
JM2804299,EMP528299,WD51789281,2025-12-24,Promotion,Completed,Expanded Role,Team Lead,Principal Analyst,4.0,5.0,Risk & Compliance,Risk & Compliance,Audit,Audit,Internal Audit,Internal Audit,EMP139598,EMP139598,"Chicago, IL","Chicago, IL",Regular,Regular,Manager,2025-11-08,2025-12-24,Promotion from Level 4 to Level 5
JM4454054,EMP528350,WD85955489,2025-12-02,Termination,Completed,Involuntary - End of Contract,Analyst II,,2.0,,Wealth Management,,Financial Planning,,Education Planning,,EMP129627,,"Denver, CO",,Regular,,HR,2025-11-10,2025-12-02,Involuntary - End of Contract
JM1218341,EMP528624,WD71765027,2025-05-29,Lateral Move,Completed,Business Need,Analyst II,Representative,2.0,2.0,Risk & Compliance,Corporate Functions,Financial Crimes,Human Resources,AML Operations,Talent Acquisition,EMP127584,EMP127584,"Dallas, TX","Dallas, TX",Regular,Regular,Employee,2025-05-15,2025-05-29,Lateral move to Corporate Functions
JM3118605,EMP528626,WD12294241,2025-04-04,Lateral Move,Completed,Leadership Development,Senior Specialist,Senior Associate,3.0,3.0,Commercial Banking,Investment Banking,Corporate Lending,Mergers & Acquisitions,Relationship Management,Valuation,EMP432704,EMP432704,"New York, NY","New York, NY",Regular,Regular,Employee,2025-02-27,2025-04-04,Lateral move to Investment Banking
JM6371133,EMP528889,WD74048478,2025-03-15,Termination,Completed,Voluntary - Personal Reasons,Lead Specialist,,4.0,,Retail Banking,,Consumer Lending,,Personal Loans,,EMP671068,,"Atlanta, GA",,Regular,,Employee,2025-01-26,2025-03-15,Voluntary - Personal Reasons
JM3865915,EMP528996,WD66635675,2025-10-21,Hire,Completed,Campus Hire,,Staff Specialist,,5.0,,Wealth Management,,Asset Management,,Alternative Investments,,EMP952586,,"New York, NY",,Regular,HR System,2025-10-08,2025-10-21,New hire - New Position
JM5909330,EMP529165,WD40961067,2025-02-12,Promotion,Completed,Market Adjustment,Analyst I,Representative,1.0,2.0,Retail Banking,Retail Banking,Branch Operations,Branch Operations,Teller Operations,Teller Operations,EMP534363,EMP534363,"New York, NY","New York, NY",Intern,Intern,Manager,2024-12-29,2025-02-12,Promotion from Level 1 to Level 2
JM4428390,EMP529653,WD41931589,2025-10-27,Hire,Completed,Experienced Hire,,Lead Representative,,3.0,,Commercial Banking,,Corporate Lending,,Portfolio Management,,EMP416343,,"New York, NY",,Regular,Hiring Manager,2025-10-18,2025-10-27,New hire - Executive Recruitment
JM5996251,EMP529768,WD10628942,2025-12-18,Hire,Completed,Experienced Hire,,Lead Representative,,3.0,,Investment Banking,,Structured Finance,,Leveraged Finance,,EMP648131,,"Dallas, TX",,Regular,Hiring Manager,2025-11-27,2025-12-18,New hire - Internal Referral
JM2569758,EMP529893,WD77189634,2025-02-04,Promotion,Completed,Performance Based,Specialist II,Senior Associate,2.0,3.0,Technology,Technology,Cybersecurity,Cybersecurity,Threat Intelligence,Threat Intelligence,EMP258090,EMP258090,"Chicago, IL","Chicago, IL",Regular,Regular,Manager,2024-12-28,2025-02-04,Promotion from Level 2 to Level 3
JM2585978,EMP529893,WD77189634,2025-05-23,Hire,Completed,Experienced Hire,,Specialist II,,2.0,,Technology,,Cybersecurity,,Threat Intelligence,,EMP258090,,"Chicago, IL",,Regular,Hiring Manager,2025-05-14,2025-05-23,New hire - Backfill
JM2209669,EMP529965,WD79160149,2025-08-21,Promotion,Completed,Skill Development,Specialist I,Specialist II,1.0,2.0,Investment Banking,Investment Banking,Capital Markets,Capital Markets,Fixed Income,Fixed Income,EMP868049,EMP868049,"Los Angeles, CA","Los Angeles, CA",Regular,Regular,Manager,2025-07-03,2025-08-21,Promotion from Level 1 to Level 2
JM7148056,EMP530031,WD37989774,2026-01-05,Termination,Completed,Involuntary - Performance,Staff Specialist,,5.0,,Commercial Banking,,Trade Finance,,Documentary Collections,,EMP250861,,"Charlotte, NC",,Regular,,HR,2025-11-08,2026-01-05,Involuntary - Performance
JM6835401,EMP530033,WD55179443,2025-12-10,Hire,Completed,Campus Hire,,Lead Representative,,3.0,,Wealth Management,,Private Banking,,Relationship Management,,EMP751294,,"Chicago, IL",,Regular,Hiring Manager,2025-11-13,2025-12-10,New hire - Backfill
JM2250005,EMP530157,WD81356473,2025-09-14,Promotion,Completed,Retention,Lead Analyst,Expert,4.0,5.0,Retail Banking,Retail Banking,Digital Banking,Digital Banking,Online Banking,Online Banking,EMP637770,EMP637770,"New York, NY","New York, NY",Contractor,Contractor,Manager,2025-08-04,2025-09-14,Promotion from Level 4 to Level 5
JM7078789,EMP530157,WD81356473,2026-01-04,Lateral Move,Completed,Restructuring,Lead Analyst,Lead Specialist,4.0,4.0,Retail Banking,Risk & Compliance,Digital Banking,Enterprise Risk,Online Banking,Model Risk,EMP637770,EMP637770,"New York, NY","New York, NY",Contractor,Contractor,Manager,2025-12-04,2026-01-04,Lateral move to Risk & Compliance
JM5697989,EMP530213,WD26253968,2025-12-02,Hire,Completed,Internal Referral,,Coordinator,,1.0,,Retail Banking,,Deposits & Payments,,Checking & Savings,,EMP469685,,"Charlotte, NC",,Contractor,Hiring Manager,2025-11-10,2025-12-02,New hire - Campus Hire
JM1930977,EMP530213,WD26253968,2025-12-16,Promotion,Completed,Skill Development,Coordinator,Analyst II,1.0,2.0,Retail Banking,Retail Banking,Deposits & Payments,Deposits & Payments,Checking & Savings,Checking & Savings,EMP469685,EMP469685,"Charlotte, NC","Charlotte, NC",Contractor,Contractor,Manager,2025-11-06,2025-12-16,Promotion from Level 1 to Level 2
JM9286200,EMP530257,WD93439099,2025-10-10,Promotion,Completed,Retention,Associate II,Senior Specialist,2.0,3.0,Commercial Banking,Commercial Banking,Real Estate Finance,Real Estate Finance,Construction Lending,Construction Lending,EMP621986,EMP621986,"Chicago, IL","Chicago, IL",Regular,Regular,Manager,2025-08-12,2025-10-10,Promotion from Level 2 to Level 3
JM9654933,EMP530332,WD42795153,2025-12-05,Promotion,Completed,Succession Planning,Senior Associate,Lead Analyst,3.0,4.0,Technology,Technology,Cybersecurity,Cybersecurity,Security Operations,Security Operations,EMP564381,EMP564381,"Chicago, IL","Chicago, IL",Temporary,Temporary,Manager,2025-10-06,2025-12-05,Promotion from Level 3 to Level 4
JM4260520,EMP530398,WD19757786,2025-07-29,Promotion,Completed,Expanded Role,Analyst II,Senior Analyst,2.0,3.0,Investment Banking,Investment Banking,Mergers & Acquisitions,Mergers & Acquisitions,Due Diligence,Due Diligence,EMP669024,EMP669024,"San Francisco, CA","San Francisco, CA",Regular,Regular,Manager,2025-06-10,2025-07-29,Promotion from Level 2 to Level 3
JM5344767,EMP530398,WD19757786,2025-12-15,Hire,Completed,Executive Recruitment,,Analyst II,,2.0,,Investment Banking,,Mergers & Acquisitions,,Due Diligence,,EMP669024,,"San Francisco, CA",,Regular,Hiring Manager,2025-11-27,2025-12-15,New hire - New Position
