Position_ID,Supervisory_Organization,Effective_Date,Reason,Worker_Type,Worker_Sub_Type,Job_Profile,Job_Title,Business_Title,Time_Type,Location,Work_Space,Pay_Rate_Type,Schedule_Weekly_Hours,Scheduled_FTE,Default_Weekly_Hours,Employee_Type,shift_number,Exclude_From_Headcount
P-012412,DEPT_TECH_032,2020-05-07,New Position,Employee,Regular,JP_0072,Content Writer,Content Writer,Full_Time,LOC_CHI,,Salary,37.5,1.0,37.5,Regular,0,0
P-012413,DEPT_SALES_096,2020-05-05,New Position,Employee,Regular,JP_0020,Accountant,Accountant,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-012414,DEPT_CEO_003,2020-05-13,New Position,Employee,Regular,JP_0029,Senior Risk Analyst,Senior Risk Analyst,Part_Time,LOC_BOS,,Salary,18.75,0.5,37.5,Regular,0,0
P-012415,DEPT_SALES_100,2020-05-15,New Position,Employee,Regular,JP_0003,Staff Engineer,Staff Engineer,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012416,DEPT_RISK_049,2020-05-19,New Position,Employee,Regular,JP_0030,Credit Risk Analyst,Credit Risk Analyst,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-012417,DEPT_HR_076,2020-05-30,New Position,Employee,Regular,JP_0088,Investment Analyst,Investment Analyst,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-012418,DEPT_ADMIN_130,2020-05-02,New Position,Employee,Regular,JP_0019,Senior Financial Analyst,Senior Financial Analyst,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-012419,DEPT_TECH_018,2020-05-24,New Position,Employee,Regular,JP_0088,Investment Analyst,Investment Analyst,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-012420,DEPT_FIN_010,2020-05-04,New Position,Employee,Regular,JP_0041,Client Services Representative,Client Services Representative,Part_Time,LOC_TOR_HQ,,Salary,18.75,0.5,37.5,Regular,0,0
P-012421,DEPT_CEO_003,2020-05-01,New Position,Employee,Regular,JP_0061,Sales Associate,Sales Associate,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012422,DEPT_SALES_092,2020-05-17,New Position,Employee,Regular,JP_0015,Network Engineer,Network Engineer,Full_Time,LOC_CHI,,Salary,37.5,1.0,37.5,Regular,0,0
P-012423,DEPT_RISK_052,2020-05-04,New Position,Contingent Worker,Contractor,JP_0063,Business Development Manager,Business Development Manager,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Contractor,0,1
P-012424,DEPT_INVEST_119,2020-05-28,New Position,Employee,Regular,JP_0040,Settlement Specialist,Settlement Specialist,Full_Time,LOC_CAL,,Salary,37.5,1.0,37.5,Regular,0,0
P-012425,DEPT_HR_080,2020-05-28,New Position,Employee,Regular,JP_0015,Network Engineer,Network Engineer,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-012426,DEPT_RISK_050,2020-05-11,New Position,Employee,Regular,JP_0068,Marketing Analyst,Marketing Analyst,Full_Time,LOC_WIN,,Salary,37.5,1.0,37.5,Regular,0,0
P-012427,DEPT_TECH_031,2020-05-01,New Position,Contingent Worker,Contractor,JP_0047,Senior Recruiter,Senior Recruiter,Part_Time,LOC_TOR_HQ,,Salary,18.75,0.5,37.5,Contractor,0,1
P-012428,DEPT_SALES_101,2020-05-15,New Position,Employee,Regular,JP_0064,Private Banker,Private Banker,Full_Time,LOC_CAL,,Salary,37.5,1.0,37.5,Regular,0,0
P-012429,DEPT_TECH_039,2020-05-03,New Position,Employee,Regular,JP_0052,Employee Relations Specialist,Employee Relations Specialist,Full_Time,LOC_BOS,,Salary,37.5,1.0,37.5,Regular,0,0
P-012430,DEPT_SALES_104,2020-05-09,New Position,Employee,Regular,JP_0050,HRIS Analyst,HRIS Analyst,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-012431,DEPT_TECH_017,2020-05-24,New Position,Employee,Regular,JP_0050,HRIS Analyst,HRIS Analyst,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Regular,0,0
P-012432,DEPT_ADMIN_128,2020-05-23,New Position,Employee,Regular,JP_0008,QA Engineer,QA Engineer,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-012433,DEPT_TECH_022,2020-05-28,New Position,Employee,Regular,JP_0030,Credit Risk Analyst,Credit Risk Analyst,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Regular,0,0
P-012434,DEPT_TECH_035,2020-05-16,New Position,Employee,Regular,JP_0089,Research Analyst,Research Analyst,Full_Time,LOC_CA_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-012435,DEPT_INVEST_121,2020-05-14,New Position,Employee,Regular,JP_0088,Investment Analyst,Investment Analyst,Full_Time,LOC_BOS,,Salary,37.5,1.0,37.5,Regular,0,0
P-012436,DEPT_TECH_034,2020-05-31,New Position,Employee,Regular,JP_0070,Digital Marketing Specialist,Digital Marketing Specialist,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-012437,DEPT_SALES_103,2020-05-01,New Position,Employee,Fixed Term,JP_0018,Financial Analyst,Financial Analyst,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Fixed Term,0,0
P-012438,DEPT_SALES_104,2020-05-06,New Position,Employee,Regular,JP_0031,Market Risk Analyst,Market Risk Analyst,Full_Time,LOC_CA_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-012439,DEPT_FIN_008,2020-05-12,New Position,Employee,Regular,JP_0063,Business Development Manager,Business Development Manager,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012440,DEPT_OPS_069,2020-05-29,New Position,Employee,Regular,JP_0063,Business Development Manager,Business Development Manager,Full_Time,LOC_CA_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-012441,DEPT_HR_082,2020-05-09,New Position,Employee,Regular,JP_0044,Project Manager,Project Manager,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-012442,DEPT_SALES_106,2020-05-19,New Position,Employee,Regular,JP_0043,Process Improvement Analyst,Process Improvement Analyst,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Regular,0,0
P-012443,DEPT_OPS_065,2020-05-19,New Position,Employee,Regular,JP_0017,Business Intelligence Analyst,Business Intelligence Analyst,Full_Time,LOC_MIA,,Salary,37.5,1.0,37.5,Regular,0,0
P-012444,DEPT_LEGAL_085,2020-05-02,New Position,Employee,Regular,JP_0087,Portfolio Manager,Portfolio Manager,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012445,DEPT_TECH_016,2020-05-06,New Position,Employee,Regular,JP_0063,Business Development Manager,Business Development Manager,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Regular,0,0
P-012446,DEPT_HR_083,2020-05-17,New Position,Employee,Regular,JP_0047,Senior Recruiter,Senior Recruiter,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012447,DEPT_SALES_099,2020-05-08,New Position,Employee,Regular,JP_0040,Settlement Specialist,Settlement Specialist,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-012448,DEPT_LEGAL_089,2020-05-15,New Position,Employee,Regular,JP_0064,Private Banker,Private Banker,Full_Time,LOC_WIN,,Salary,37.5,1.0,37.5,Regular,0,0
P-012449,DEPT_SALES_107,2020-05-18,New Position,Employee,Regular,JP_0063,Business Development Manager,Business Development Manager,Full_Time,LOC_CHI,,Salary,37.5,1.0,37.5,Regular,0,0
P-012450,DEPT_LEGAL_089,2020-05-26,New Position,Employee,Regular,JP_0020,Accountant,Accountant,Full_Time,LOC_CA_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-012451,DEPT_OPS_066,2020-05-31,New Position,Employee,Regular,JP_0081,Executive Assistant,Executive Assistant,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-012452,DEPT_OPS_063,2020-05-29,New Position,Employee,Fixed Term,JP_0039,Trade Operations Analyst,Trade Operations Analyst,Full_Time,LOC_WIN,,Salary,37.5,1.0,37.5,Fixed Term,0,0
P-012453,DEPT_SALES_094,2020-05-20,New Position,Employee,Regular,JP_0051,Learning & Development Specialist,Learning & Development Specialist,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012454,DEPT_TECH_023,2020-05-28,New Position,Employee,Regular,JP_0085,Administrative Assistant,Administrative Assistant,Full_Time,LOC_CHI,,Salary,37.5,1.0,37.5,Regular,0,0
P-012455,DEPT_OPS_063,2020-05-05,New Position,Employee,Regular,JP_0068,Marketing Analyst,Marketing Analyst,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-012456,DEPT_TECH_037,2020-05-17,New Position,Employee,Regular,JP_0070,Digital Marketing Specialist,Digital Marketing Specialist,Full_Time,LOC_MIA,,Salary,37.5,1.0,37.5,Regular,0,0
P-012457,DEPT_INVEST_118,2020-05-03,New Position,Employee,Regular,JP_0092,Fund Accountant,Fund Accountant,Full_Time,LOC_US_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-012458,DEPT_INVEST_120,2020-05-20,New Position,Employee,Regular,JP_0016,Systems Administrator,Systems Administrator,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012459,DEPT_HR_077,2020-05-31,New Position,Employee,Regular,JP_0084,Receptionist,Receptionist,Full_Time,LOC_HAL,,Salary,37.5,1.0,37.5,Regular,0,0
P-012460,DEPT_INVEST_118,2020-05-24,New Position,Employee,Regular,JP_0015,Network Engineer,Network Engineer,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-012461,DEPT_FIN_008,2020-05-23,New Position,Employee,Regular,JP_0059,Financial Advisor,Financial Advisor,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-012462,DEPT_SALES_104,2020-05-09,New Position,Employee,Regular,JP_0048,Compensation Analyst,Compensation Analyst,Part_Time,LOC_TOR_HQ,,Salary,18.75,0.5,37.5,Regular,0,0
P-012463,DEPT_LEGAL_086,2020-05-07,New Position,Employee,Regular,JP_0017,Business Intelligence Analyst,Business Intelligence Analyst,Full_Time,LOC_CHI,,Salary,37.5,1.0,37.5,Regular,0,0
P-012464,DEPT_RISK_042,2020-05-15,New Position,Employee,Regular,JP_0007,DevOps Engineer,DevOps Engineer,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Regular,0,0
P-012465,DEPT_ADMIN_127,2020-05-17,New Position,Employee,Regular,JP_0040,Settlement Specialist,Settlement Specialist,Full_Time,LOC_CHI,,Salary,37.5,1.0,37.5,Regular,0,0
P-012466,DEPT_RISK_049,2020-05-27,New Position,Employee,Regular,JP_0081,Executive Assistant,Executive Assistant,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012467,DEPT_SALES_092,2020-05-13,New Position,Employee,Regular,JP_0034,AML Analyst,AML Analyst,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Regular,0,0
P-012468,DEPT_RISK_047,2020-05-14,New Position,Employee,Regular,JP_0067,Wealth Advisor,Wealth Advisor,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-012469,DEPT_SALES_103,2020-05-26,New Position,Employee,Regular,JP_0029,Senior Risk Analyst,Senior Risk Analyst,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012470,DEPT_TECH_038,2020-05-28,New Position,Employee,Regular,JP_0021,Senior Accountant,Senior Accountant,Full_Time,LOC_SF,,Salary,37.5,1.0,37.5,Regular,0,0
P-012471,DEPT_FIN_004,2020-05-06,New Position,Contingent Worker,Contractor,JP_0057,Contract Specialist,Contract Specialist,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Contractor,0,1
P-012472,DEPT_RISK_053,2020-05-30,New Position,Employee,Regular,JP_0094,ESG Analyst,ESG Analyst,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Regular,0,0
P-012473,DEPT_TECH_022,2020-05-05,New Position,Employee,Regular,JP_0060,Investment Advisor,Investment Advisor,Full_Time,LOC_US_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-012474,DEPT_OPS_061,2020-05-26,New Position,Employee,Regular,JP_0042,Operations Manager,Operations Manager,Part_Time,LOC_CAL,,Salary,18.75,0.5,37.5,Regular,0,0
P-012475,DEPT_MKT_109,2020-05-13,New Position,Employee,Regular,JP_0031,Market Risk Analyst,Market Risk Analyst,Full_Time,LOC_SF,,Salary,37.5,1.0,37.5,Regular,0,0
P-012476,DEPT_OPS_065,2020-05-14,New Position,Employee,Regular,JP_0008,QA Engineer,QA Engineer,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012477,DEPT_FIN_011,2020-05-20,New Position,Employee,Regular,JP_0086,Office Manager,Office Manager,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012478,DEPT_LEGAL_086,2020-05-18,New Position,Employee,Regular,JP_0019,Senior Financial Analyst,Senior Financial Analyst,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012479,DEPT_OPS_068,2020-05-22,New Position,Employee,Regular,JP_0021,Senior Accountant,Senior Accountant,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Regular,0,0
P-012480,DEPT_SALES_090,2020-05-20,New Position,Employee,Regular,JP_0030,Credit Risk Analyst,Credit Risk Analyst,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012481,DEPT_HR_080,2020-05-30,New Position,Employee,Regular,JP_0009,IT Support Specialist,IT Support Specialist,Full_Time,LOC_SF,,Salary,37.5,1.0,37.5,Regular,0,0
P-012482,DEPT_RISK_045,2020-05-06,New Position,Employee,Regular,JP_0088,Investment Analyst,Investment Analyst,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-012483,DEPT_OPS_068,2020-06-08,New Position,Employee,Regular,JP_0065,Mortgage Specialist,Mortgage Specialist,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-012484,DEPT_INVEST_125,2020-06-05,New Position,Employee,Regular,JP_0049,Benefits Specialist,Benefits Specialist,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012485,DEPT_TECH_039,2020-06-08,New Position,Employee,Regular,JP_0035,Regulatory Affairs Specialist,Regulatory Affairs Specialist,Full_Time,LOC_WIN,,Salary,37.5,1.0,37.5,Regular,0,0
P-012486,DEPT_HR_076,2020-06-26,New Position,Employee,Regular,JP_0056,Regulatory Counsel,Regulatory Counsel,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-012487,DEPT_RISK_045,2020-06-09,New Position,Employee,Regular,JP_0037,Operations Analyst,Operations Analyst,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012488,DEPT_MKT_108,2020-06-23,New Position,Employee,Regular,JP_0030,Credit Risk Analyst,Credit Risk Analyst,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Regular,0,0
P-012489,DEPT_RISK_041,2020-06-08,New Position,Employee,Regular,JP_0037,Operations Analyst,Operations Analyst,Full_Time,LOC_DAL,,Salary,37.5,1.0,37.5,Regular,0,0
P-012490,DEPT_OPS_059,2020-06-06,New Position,Employee,Regular,JP_0042,Operations Manager,Operations Manager,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012491,DEPT_SALES_101,2020-06-02,New Position,Employee,Regular,JP_0038,Operations Specialist,Operations Specialist,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-012492,DEPT_OPS_058,2020-06-30,New Position,Contingent Worker,Contractor,JP_0049,Benefits Specialist,Benefits Specialist,Full_Time,LOC_CHI,,Salary,37.5,1.0,37.5,Contractor,0,1
P-012493,DEPT_HR_080,2020-06-30,New Position,Employee,Regular,JP_0045,HR Business Partner,HR Business Partner,Part_Time,LOC_TOR_HQ,,Salary,18.75,0.5,37.5,Regular,0,0
P-012494,DEPT_RISK_052,2020-06-24,New Position,Employee,Regular,JP_0021,Senior Accountant,Senior Accountant,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012495,DEPT_LEGAL_088,2020-06-03,New Position,Employee,Regular,JP_0065,Mortgage Specialist,Mortgage Specialist,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012496,DEPT_HR_083,2020-06-16,New Position,Employee,Regular,JP_0081,Executive Assistant,Executive Assistant,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Regular,0,0
P-012497,DEPT_TECH_028,2020-06-30,New Position,Contingent Worker,Contractor,JP_0001,Software Engineer,Software Engineer,Full_Time,LOC_CAL,,Salary,37.5,1.0,37.5,Contractor,0,1
P-012498,DEPT_OPS_065,2020-06-12,New Position,Contingent Worker,Contractor,JP_0059,Financial Advisor,Financial Advisor,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Contractor,0,1
P-012499,DEPT_MKT_109,2020-06-15,New Position,Employee,Regular,JP_0069,Brand Manager,Brand Manager,Full_Time,LOC_US_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-012500,DEPT_TECH_020,2020-06-19,New Position,Employee,Regular,JP_0028,Risk Analyst,Risk Analyst,Full_Time,LOC_WIN,,Salary,37.5,1.0,37.5,Regular,0,0
P-012501,DEPT_OPS_065,2020-06-26,New Position,Employee,Regular,JP_0070,Digital Marketing Specialist,Digital Marketing Specialist,Full_Time,LOC_BOS,,Salary,37.5,1.0,37.5,Regular,0,0
P-012502,DEPT_SALES_100,2020-06-26,New Position,Employee,Regular,JP_0027,Accounts Payable Specialist,Accounts Payable Specialist,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-012503,DEPT_RISK_048,2020-06-05,New Position,Employee,Regular,JP_0019,Senior Financial Analyst,Senior Financial Analyst,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012504,DEPT_OPS_058,2020-06-13,New Position,Contingent Worker,Contractor,JP_0014,Database Administrator,Database Administrator,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Contractor,0,1
P-012505,DEPT_TECH_021,2020-06-22,New Position,Employee,Fixed Term,JP_0019,Senior Financial Analyst,Senior Financial Analyst,Full_Time,LOC_US_REM,,Salary,37.5,1.0,37.5,Fixed Term,0,0
P-012506,DEPT_SALES_100,2020-06-07,New Position,Employee,Regular,JP_0029,Senior Risk Analyst,Senior Risk Analyst,Full_Time,LOC_SF,,Salary,37.5,1.0,37.5,Regular,0,0
P-012507,DEPT_SALES_104,2020-06-19,New Position,Employee,Regular,JP_0006,Cloud Architect,Cloud Architect,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Regular,0,0
P-012508,DEPT_TECH_040,2020-06-29,New Position,Employee,Regular,JP_0032,Operational Risk Analyst,Operational Risk Analyst,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012509,DEPT_TECH_040,2020-06-03,New Position,Employee,Regular,JP_0040,Settlement Specialist,Settlement Specialist,Part_Time,LOC_TOR_HQ,,Salary,18.75,0.5,37.5,Regular,0,0
P-012510,DEPT_LEGAL_087,2020-06-15,New Position,Employee,Regular,JP_0059,Financial Advisor,Financial Advisor,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012511,DEPT_TECH_021,2020-06-09,New Position,Employee,Regular,JP_0092,Fund Accountant,Fund Accountant,Part_Time,LOC_WIN,,Salary,18.75,0.5,37.5,Regular,0,0
P-012512,DEPT_ADMIN_126,2020-06-12,New Position,Employee,Regular,JP_0005,Data Scientist,Data Scientist,Full_Time,LOC_BOS,,Salary,37.5,1.0,37.5,Regular,0,0
P-012513,DEPT_LEGAL_084,2020-06-08,New Position,Employee,Regular,JP_0032,Operational Risk Analyst,Operational Risk Analyst,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012514,DEPT_INVEST_124,2020-06-04,New Position,Employee,Regular,JP_0010,Cybersecurity Analyst,Cybersecurity Analyst,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Regular,0,0
P-012515,DEPT_TECH_019,2020-06-07,New Position,Employee,Regular,JP_0002,Senior Software Engineer,Senior Software Engineer,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012516,DEPT_OPS_064,2020-06-17,New Position,Employee,Regular,JP_0084,Receptionist,Receptionist,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-012517,DEPT_OPS_058,2020-06-02,New Position,Employee,Regular,JP_0021,Senior Accountant,Senior Accountant,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012518,DEPT_RISK_046,2020-06-14,New Position,Employee,Regular,JP_0049,Benefits Specialist,Benefits Specialist,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012519,DEPT_RISK_045,2020-06-28,New Position,Employee,Fixed Term,JP_0061,Sales Associate,Sales Associate,Full_Time,LOC_CHI,,Salary,37.5,1.0,37.5,Fixed Term,0,0
P-012520,DEPT_SALES_097,2020-06-30,New Position,Employee,Regular,JP_0054,Paralegal,Paralegal,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-012521,DEPT_SALES_102,2020-06-24,New Position,Employee,Regular,JP_0086,Office Manager,Office Manager,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Regular,0,0
P-012522,DEPT_SALES_090,2020-06-22,New Position,Employee,Regular,JP_0041,Client Services Representative,Client Services Representative,Full_Time,LOC_BOS,,Salary,37.5,1.0,37.5,Regular,0,0
P-012523,DEPT_OPS_071,2020-06-08,New Position,Employee,Regular,JP_0013,Technical Project Manager,Technical Project Manager,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Regular,0,0
P-012524,DEPT_MKT_110,2020-06-15,New Position,Employee,Regular,JP_0013,Technical Project Manager,Technical Project Manager,Full_Time,LOC_CHI,,Salary,37.5,1.0,37.5,Regular,0,0
P-012525,DEPT_TECH_027,2020-06-01,New Position,Employee,Regular,JP_0090,Quantitative Analyst,Quantitative Analyst,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-012526,DEPT_SALES_095,2020-06-20,New Position,Employee,Regular,JP_0029,Senior Risk Analyst,Senior Risk Analyst,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-012527,DEPT_RISK_047,2020-06-06,New Position,Employee,Regular,JP_0061,Sales Associate,Sales Associate,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-012528,DEPT_MKT_108,2020-06-22,New Position,Employee,Regular,JP_0037,Operations Analyst,Operations Analyst,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-012529,DEPT_OPS_059,2020-06-19,New Position,Employee,Regular,JP_0028,Risk Analyst,Risk Analyst,Full_Time,LOC_US_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-012530,DEPT_OPS_068,2020-06-07,New Position,Employee,Regular,JP_0087,Portfolio Manager,Portfolio Manager,Part_Time,LOC_TOR_HQ,,Salary,18.75,0.5,37.5,Regular,0,0
P-012531,DEPT_CEO_001,2020-06-26,New Position,Employee,Regular,JP_0021,Senior Accountant,Senior Accountant,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012532,DEPT_INVEST_125,2020-06-18,New Position,Employee,Regular,JP_0062,Client Relationship Manager,Client Relationship Manager,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-012533,DEPT_HR_078,2020-06-23,New Position,Employee,Regular,JP_0028,Risk Analyst,Risk Analyst,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-012534,DEPT_TECH_018,2020-06-25,New Position,Employee,Regular,JP_0070,Digital Marketing Specialist,Digital Marketing Specialist,Full_Time,LOC_WIN,,Salary,37.5,1.0,37.5,Regular,0,0
P-012535,DEPT_SALES_091,2020-06-11,New Position,Employee,Regular,JP_0069,Brand Manager,Brand Manager,Full_Time,LOC_BOS,,Salary,37.5,1.0,37.5,Regular,0,0
P-012536,DEPT_RISK_045,2020-06-15,New Position,Employee,Regular,JP_0027,Accounts Payable Specialist,Accounts Payable Specialist,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-012537,DEPT_MKT_109,2020-06-02,New Position,Employee,Regular,JP_0082,Office Administrator,Office Administrator,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012538,DEPT_RISK_052,2020-06-18,New Position,Employee,Regular,JP_0061,Sales Associate,Sales Associate,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012539,DEPT_TECH_039,2020-06-04,New Position,Employee,Regular,JP_0009,IT Support Specialist,IT Support Specialist,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-012540,DEPT_RISK_044,2020-06-08,New Position,Employee,Regular,JP_0069,Brand Manager,Brand Manager,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-012541,DEPT_OPS_066,2020-06-29,New Position,Employee,Regular,JP_0067,Wealth Advisor,Wealth Advisor,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012542,DEPT_SALES_101,2020-06-30,New Position,Employee,Regular,JP_0010,Cybersecurity Analyst,Cybersecurity Analyst,Part_Time,LOC_CA_REM,,Salary,18.75,0.5,37.5,Regular,0,0
P-012543,DEPT_SALES_107,2020-06-18,New Position,Employee,Regular,JP_0018,Financial Analyst,Financial Analyst,Part_Time,LOC_TOR_HQ,,Salary,18.75,0.5,37.5,Regular,0,0
P-012544,DEPT_SALES_099,2020-06-01,New Position,Employee,Regular,JP_0007,DevOps Engineer,DevOps Engineer,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012545,DEPT_FIN_004,2020-06-26,New Position,Employee,Regular,JP_0063,Business Development Manager,Business Development Manager,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-012546,DEPT_TECH_016,2020-06-06,New Position,Employee,Regular,JP_0090,Quantitative Analyst,Quantitative Analyst,Full_Time,LOC_WIN,,Salary,37.5,1.0,37.5,Regular,0,0
P-012547,DEPT_MKT_113,2020-06-11,New Position,Employee,Regular,JP_0030,Credit Risk Analyst,Credit Risk Analyst,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-012548,DEPT_FIN_005,2020-06-04,New Position,Employee,Fixed Term,JP_0019,Senior Financial Analyst,Senior Financial Analyst,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Fixed Term,0,0
P-012549,DEPT_HR_079,2020-06-18,New Position,Employee,Regular,JP_0037,Operations Analyst,Operations Analyst,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Regular,0,0
