Job_Classification_ID,Job_Classification_WID,Job_Classification_Name,Job_Classification_Group_ID,Job_Classification_Group_Name,Job_Profile_ID
JCL_0386,b6e628b90ded7916c168f73e984b8ea2,Risk Manager - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0036
JCL_0387,1e46697334d51ab2485c396840b1b425,Risk Manager - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0036
JCL_0388,09ac37d8eade0d1e6f47c6f928fc0876,Risk Manager - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0036
JCL_0389,c93440601ebd158f64e57353a6b25a9b,Risk Manager - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0036
JCL_0390,9bfbe18e846166d23597e25c169423e5,Risk Manager - Job Collection,JCL_GRP_COLL,Job Collection,JP_0036
JCL_0391,21dd7cb855174be4784706ee419a6005,Risk Manager - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0036
JCL_0392,335f62c96953bfeeaa890072ef1baa0c,Risk Manager - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0036
JCL_0393,65ece7a1b9aa369de9d94028942c709f,Risk Manager - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0036
JCL_0394,fb7bb4c5b86382e1bd465b88dfd89ec0,Risk Manager - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0036
JCL_0395,43cd521e3ef52554272eac05b6f24ce6,Risk Manager - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0036
JCL_0396,458ca6f6f0e3cd5ce40cba3e1f639e12,Risk Manager - Stock,JCL_GRP_STOCK,Stock,JP_0036
JCL_0397,5c3acdb3a3f0cf92c4d01e8939c1c55c,Operations Analyst - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0037
JCL_0398,fae523069fe6faedf43e5392d0fb17c7,Operations Analyst - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0037
JCL_0399,ee7ee731ea2560d402b16fa012a8c492,Operations Analyst - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0037
JCL_0400,a1048d8a55e7ca60516ea001465544ac,Operations Analyst - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0037
JCL_0401,17c30013adc840fcb79ee46b9eeb864d,Operations Analyst - Job Collection,JCL_GRP_COLL,Job Collection,JP_0037
JCL_0402,38ef9778f19ff46e4228111188b21c65,Operations Analyst - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0037
JCL_0403,78317085219a1656da25659e076604f1,Operations Analyst - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0037
JCL_0404,3084018a7e7f663b087336a6ecdb321d,Operations Analyst - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0037
JCL_0405,114d8218aadc59d954f4a866bac43be5,Operations Analyst - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0037
JCL_0406,8d01bb1971403c18b5d928e074b92b2b,Operations Analyst - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0037
JCL_0407,739da2db9d27c4c41206fe6d56b2c6a8,Operations Analyst - Stock,JCL_GRP_STOCK,Stock,JP_0037
JCL_0408,f61ad8f6d610bcc2c25e7031b1c706b9,Operations Specialist - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0038
JCL_0409,263be01584d65a7e9f9e3225736647e0,Operations Specialist - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0038
JCL_0410,74050ab5571fde5e91c6ab000d45925e,Operations Specialist - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0038
JCL_0411,528d95da27e31fa6c255311ae6d76246,Operations Specialist - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0038
JCL_0412,744b714f5088f9961911de6b52c47574,Operations Specialist - Job Collection,JCL_GRP_COLL,Job Collection,JP_0038
JCL_0413,fb5fcecf407e0aa680972b6eeab7f79c,Operations Specialist - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0038
JCL_0414,d4d9a4b60935d3fc920c61f1ea136ff8,Operations Specialist - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0038
JCL_0415,6bec499d15ca9c26ebf2c0802bd8420b,Operations Specialist - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0038
JCL_0416,ad3d3b739c177577928c12a6645118af,Operations Specialist - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0038
JCL_0417,84983c0f587b240f52afaffd2d614370,Operations Specialist - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0038
JCL_0418,2b03094bf74c521bbd53f2d8f4077a74,Operations Specialist - Stock,JCL_GRP_STOCK,Stock,JP_0038
JCL_0419,c97fa8f87e3122d79d4972c12128c667,Trade Operations Analyst - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0039
JCL_0420,7b42c8d74528c2566a171d0f4b028597,Trade Operations Analyst - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0039
JCL_0421,f8334d8436e56691dd9630d927430cc4,Trade Operations Analyst - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0039
JCL_0422,d9b934606451465e7a2d6f3b7f6b33ce,Trade Operations Analyst - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0039
JCL_0423,0de3058d57a133be9aaea1678a6a5ce6,Trade Operations Analyst - Job Collection,JCL_GRP_COLL,Job Collection,JP_0039
JCL_0424,2828cc4d5f7c8c1c3d8adaea479db5e1,Trade Operations Analyst - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0039
JCL_0425,0acf59713410ee832a7906a0d4682e71,Trade Operations Analyst - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0039
JCL_0426,68090b807d700050c3815aa62a48770c,Trade Operations Analyst - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0039
JCL_0427,6474e1dfe45cc0dd58d385207497e00c,Trade Operations Analyst - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0039
JCL_0428,73706db9c3dd56c8289b898992edfa03,Trade Operations Analyst - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0039
JCL_0429,fd5b56b9d1e9afc27167eb5b36004379,Trade Operations Analyst - Stock,JCL_GRP_STOCK,Stock,JP_0039
JCL_0430,22d6a63d8d2932523bc766319cf16148,Settlement Specialist - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0040
JCL_0431,e349a88b71203e4f3dbdfa4a2daa9697,Settlement Specialist - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0040
JCL_0432,fde0b6c29d73cb3882e755ea0a33e3a8,Settlement Specialist - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0040
JCL_0433,4a7e6751875db714462782324021b89c,Settlement Specialist - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0040
JCL_0434,83d9181addb4a5a6b2d642dfd4f7eb88,Settlement Specialist - Job Collection,JCL_GRP_COLL,Job Collection,JP_0040
JCL_0435,255e4ec8f55640cf764b9e503d9c44ca,Settlement Specialist - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0040
JCL_0436,0137b1afb9c66703d1d349a48adfab91,Settlement Specialist - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0040
JCL_0437,86237fb6e1ef97d91c755bd3b8f6321b,Settlement Specialist - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0040
JCL_0438,b7fc8f5c6ba596bd48048aeaab494d52,Settlement Specialist - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0040
JCL_0439,c7e61da1103e6c93f4da84d2f5c0f290,Settlement Specialist - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0040
JCL_0440,7e43c740fa5583c15a2c3597dd3dcea5,Settlement Specialist - Stock,JCL_GRP_STOCK,Stock,JP_0040
JCL_0441,08661dd910e8edab73809a5055710d2b,Client Services Representative - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0041
JCL_0442,4912a7f484d627d30ecc5a797ae3e198,Client Services Representative - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0041
JCL_0443,ad8f06700abfd4f85460c64579c62375,Client Services Representative - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0041
JCL_0444,45f13f46d2a0782c1f97fc9318a4e62a,Client Services Representative - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0041
JCL_0445,40de768da9977934de5141d491fc299e,Client Services Representative - Job Collection,JCL_GRP_COLL,Job Collection,JP_0041
JCL_0446,02ededde74def00dabfb590ec87352a8,Client Services Representative - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0041
JCL_0447,4275e01c69ac3c7e79e9e9c36f7beaeb,Client Services Representative - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0041
JCL_0448,8f8873d0d198f7676930eab665d5d361,Client Services Representative - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0041
JCL_0449,4af051f39a15b8e97e94121f8a3fb09e,Client Services Representative - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0041
JCL_0450,de08029217755cb967a76c8220ec5ca9,Client Services Representative - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0041
JCL_0451,c2d5a8b328c3adb64082710e3225775f,Client Services Representative - Stock,JCL_GRP_STOCK,Stock,JP_0041
JCL_0452,1c0c85986864e3fb624cf2f6f6394934,Operations Manager - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0042
JCL_0453,bcb0f39c4d7024a33fe61103c13fbdf7,Operations Manager - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0042
JCL_0454,a161ceb8486c31864962edaa10a3673d,Operations Manager - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0042
JCL_0455,16d159cae02567a04774787ec27e5291,Operations Manager - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0042
JCL_0456,f3a0800e0836f357f8fd87a0f19f2cf4,Operations Manager - Job Collection,JCL_GRP_COLL,Job Collection,JP_0042
JCL_0457,355756654b39ac3aace20b5893d833ab,Operations Manager - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0042
JCL_0458,d9bc39ec79adeca41447cb67c7af9cf7,Operations Manager - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0042
JCL_0459,230b91867935b48a9b2ef5727c0e8813,Operations Manager - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0042
JCL_0460,08db59d3eaa2aa65527c7d5512d1d3b4,Operations Manager - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0042
JCL_0461,32e473f8d56254fa6807367abbbd31ca,Operations Manager - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0042
JCL_0462,a3a5e3238d7f69747050663e701977a4,Operations Manager - Stock,JCL_GRP_STOCK,Stock,JP_0042
JCL_0463,ff47c9d5e51917a9a18cd32d703d242a,Process Improvement Analyst - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0043
JCL_0464,a2ecd4a4044184ee216e788c1f3c89a8,Process Improvement Analyst - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0043
JCL_0465,f1f576a4e5d580af13ccc050694c5c39,Process Improvement Analyst - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0043
JCL_0466,07dd96968d4de34f5c4c56048cf7f25b,Process Improvement Analyst - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0043
JCL_0467,62fc7b2c69e0e90e01c5a0f717a68bb4,Process Improvement Analyst - Job Collection,JCL_GRP_COLL,Job Collection,JP_0043
JCL_0468,1c9af0b409945eb85e348422d806d9bc,Process Improvement Analyst - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0043
JCL_0469,ab68f5abff6da44cb350b779dd2a33b1,Process Improvement Analyst - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0043
JCL_0470,4c50d9d7e41bfaad04c688bbdd43deac,Process Improvement Analyst - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0043
JCL_0471,72a79da731e80ad6b8f259bfc4c3b355,Process Improvement Analyst - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0043
JCL_0472,552e905030673f7462a97bbe755a9fca,Process Improvement Analyst - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0043
JCL_0473,199197354c56c2a63cf2808ef8ffab6a,Process Improvement Analyst - Stock,JCL_GRP_STOCK,Stock,JP_0043
JCL_0474,8a74d06fb997b16fa08dddde13e6871b,Project Manager - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0044
JCL_0475,b5c188369e8f6f4323966a1a6240e7d5,Project Manager - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0044
JCL_0476,8ced1ff864b1eafef763a464d34093a8,Project Manager - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0044
JCL_0477,bf6fe3801afd5b9e419e1dde613fc8be,Project Manager - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0044
JCL_0478,a3f700329dbfd88727167c6711e3d275,Project Manager - Job Collection,JCL_GRP_COLL,Job Collection,JP_0044
JCL_0479,bccd76dd48c49508b9628f017b291b30,Project Manager - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0044
JCL_0480,dd462d58825df884a9dca73dcf4d95a0,Project Manager - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0044
JCL_0481,330d787ece2bbc7c08bb4a06e5c430c3,Project Manager - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0044
JCL_0482,987f8e47826320b8423c752cede9f82c,Project Manager - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0044
JCL_0483,3cf389ae40d305f2697ec4157ad3229d,Project Manager - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0044
JCL_0484,cce5994dcdaebe68c71915172ad7a45e,Project Manager - Stock,JCL_GRP_STOCK,Stock,JP_0044
JCL_0485,4c14fad4d04a92f4b1ae1171077ce285,HR Business Partner - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0045
JCL_0486,df090a68f945d385d2c0f7d5033a642f,HR Business Partner - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0045
JCL_0487,71d7b7d8acb2b8696fc268a9293dffef,HR Business Partner - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0045
JCL_0488,52dd537af18ed26639605c823578366c,HR Business Partner - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0045
JCL_0489,988fe7585beb0c9188cee56ccc230db4,HR Business Partner - Job Collection,JCL_GRP_COLL,Job Collection,JP_0045
JCL_0490,2555b6a079a7133d1ddab31e9e39b576,HR Business Partner - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0045
JCL_0491,312cd160ae773f436092fc4f83bb3f85,HR Business Partner - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0045
JCL_0492,99b0a40241c3066a1b7b1a5e70d1d782,HR Business Partner - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0045
JCL_0493,f6638c5359ade251b44abf15be2b81e3,HR Business Partner - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0045
JCL_0494,f14e4d6297eb05f7e3346ac56b02df2d,HR Business Partner - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0045
JCL_0495,286d786ad6909ca2f9adb21f3fa751cb,HR Business Partner - Stock,JCL_GRP_STOCK,Stock,JP_0045
JCL_0496,d74a918785b1692aa6a76903db124b95,Recruiter - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0046
JCL_0497,a933e546583651fc514bc2996e9b3550,Recruiter - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0046
JCL_0498,70affa31f25a456cd1497d2899f9addf,Recruiter - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0046
JCL_0499,7e726acac5d0f3cebdc79b27cef66e3b,Recruiter - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0046
JCL_0500,28bd466be36aa8ab0be96697a6a885e3,Recruiter - Job Collection,JCL_GRP_COLL,Job Collection,JP_0046
JCL_0501,a3567da99ae0003ed80ec833024954e5,Recruiter - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0046
JCL_0502,716b86667d02993a53d68463afc851d8,Recruiter - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0046
JCL_0503,48ea10cd7549c69576e4715ff792edd3,Recruiter - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0046
JCL_0504,74f6e67e73b5fa71ca1793da62bffaee,Recruiter - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0046
JCL_0505,a0ff37ae09f7bdcedb04a10f8dc810eb,Recruiter - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0046
JCL_0506,4ea590afa041f2953ad1b7f1f20e371a,Recruiter - Stock,JCL_GRP_STOCK,Stock,JP_0046
JCL_0507,ff419e7255d30a1f9f29aa659d03ce45,Senior Recruiter - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0047
JCL_0508,f5964ce620a2462b5e7945d21a483a23,Senior Recruiter - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0047
JCL_0509,a8256d7e54fd2e2782f71350742601d3,Senior Recruiter - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0047
JCL_0510,4e05025ce89b77340a1210c4c34718a7,Senior Recruiter - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0047
JCL_0511,04950481dbc037a12093aa5b0159b10c,Senior Recruiter - Job Collection,JCL_GRP_COLL,Job Collection,JP_0047
JCL_0512,4e7c99d58b151b31c90a23472fcf3089,Senior Recruiter - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0047
JCL_0513,3a34833180908d13300a264170c4e972,Senior Recruiter - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0047
JCL_0514,7a953bbc861a05a98912c8e7dea64263,Senior Recruiter - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0047
JCL_0515,d05f7ef9da854dbbcbe645681b385bc6,Senior Recruiter - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0047
JCL_0516,4408445e28de3999b0343eee774dbfd3,Senior Recruiter - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0047
JCL_0517,e60787445374a824c5edbfcbe964b471,Senior Recruiter - Stock,JCL_GRP_STOCK,Stock,JP_0047
JCL_0518,40973bed7614a925666b102b24f45749,Compensation Analyst - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0048
JCL_0519,556c900d7339198baf1cc93c03b0f1e9,Compensation Analyst - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0048
JCL_0520,5305d4e4ec7d4f0d1b4852e37baa8938,Compensation Analyst - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0048
JCL_0521,e213ed3d8b9b90cf30f0f0aa8f5e5096,Compensation Analyst - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0048
JCL_0522,6daa324b9de7ef2616d0df7d219b0746,Compensation Analyst - Job Collection,JCL_GRP_COLL,Job Collection,JP_0048
JCL_0523,085d7a3e6b540a0b7ff728d50c2ad999,Compensation Analyst - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0048
JCL_0524,7cec4c4a16e7f4fa2075f44beb50bbd6,Compensation Analyst - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0048
JCL_0525,6b0c9a288062a09261bc229a879a34fa,Compensation Analyst - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0048
JCL_0526,bab11e866a887dcaa25792fe17970004,Compensation Analyst - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0048
JCL_0527,78270679ca10725d0b1347076fbf4590,Compensation Analyst - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0048
JCL_0528,6098503096a4eeb4309b302fcc9fca97,Compensation Analyst - Stock,JCL_GRP_STOCK,Stock,JP_0048
JCL_0529,5ccd4c1182486d00982544a1cd08938a,Benefits Specialist - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0049
JCL_0530,2d2392998c997b3816ad6be8be06816d,Benefits Specialist - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0049
JCL_0531,e9970419db4b7d427cebe3e848baf697,Benefits Specialist - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0049
JCL_0532,abd43a871fa9d879691e60208bb5b93d,Benefits Specialist - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0049
JCL_0533,191caf3ab01aeac45c98dcc888220bca,Benefits Specialist - Job Collection,JCL_GRP_COLL,Job Collection,JP_0049
JCL_0534,1ee513c77f5a5816cb62bdd63128f380,Benefits Specialist - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0049
JCL_0535,7cd5bd852eb771ed8b1cbe327a4ed369,Benefits Specialist - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0049
JCL_0536,4a8c721e17ac24d4f6f91ee34639e6fe,Benefits Specialist - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0049
JCL_0537,f45ae59e2ed08a26557b686864445c5a,Benefits Specialist - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0049
JCL_0538,b04df6aa0f7185719c15a0b48f4c53b4,Benefits Specialist - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0049
JCL_0539,8610c6f07b0095a6f7e5ebe9804148ff,Benefits Specialist - Stock,JCL_GRP_STOCK,Stock,JP_0049
JCL_0540,3d55ecfdc5321ac8c94ac4fc4441f521,HRIS Analyst - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0050
JCL_0541,2e69194c72ba0c51f17202dd78501971,HRIS Analyst - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0050
JCL_0542,6c348092e9632de2572b1b6f91a354e1,HRIS Analyst - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0050
JCL_0543,922baac06de10715d0e3cf254bd38d9a,HRIS Analyst - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0050
JCL_0544,4abb8299ee4c60d56ba5037c0fd95103,HRIS Analyst - Job Collection,JCL_GRP_COLL,Job Collection,JP_0050
JCL_0545,ffb27befc1445b82a0bac9b4b1a733a0,HRIS Analyst - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0050
JCL_0546,baea5bd054376beba1ef7fcebd2016d3,HRIS Analyst - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0050
JCL_0547,73faa25b38a59e008238a14ba746949b,HRIS Analyst - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0050
JCL_0548,d7bbd3aa08f5f6ddec962d33c6321bd2,HRIS Analyst - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0050
JCL_0549,ea5c598670eea0d257a02e00a15205dc,HRIS Analyst - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0050
JCL_0550,222567f3a1827c1a14d8e37dc51beefa,HRIS Analyst - Stock,JCL_GRP_STOCK,Stock,JP_0050
JCL_0551,c64839bb5e269c650ae8989e7f34d7a1,Learning & Development Specialist - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0051
JCL_0552,aab1d5bfffa96adbf240af482c829411,Learning & Development Specialist - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0051
JCL_0553,17757461e8b7472ed919032be9913f1a,Learning & Development Specialist - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0051
JCL_0554,ab95d28a130179d0fd204f56626c8b1b,Learning & Development Specialist - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0051
JCL_0555,65114b0265ef9c00e676dd3e5101b902,Learning & Development Specialist - Job Collection,JCL_GRP_COLL,Job Collection,JP_0051
JCL_0556,dc5f9c35bd2c2019abb09723772ffad1,Learning & Development Specialist - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0051
JCL_0557,43d9d71422569f45ed179d143402bca3,Learning & Development Specialist - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0051
JCL_0558,9ddbfa0d808a29c4807e469b0715af10,Learning & Development Specialist - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0051
JCL_0559,3cda31d80238a3c9ba10a5dba4c90696,Learning & Development Specialist - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0051
JCL_0560,0875fbb53eed4e738b99c52731b8c28a,Learning & Development Specialist - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0051
JCL_0561,dc1aea5a56590010c89c35f1b51256c0,Learning & Development Specialist - Stock,JCL_GRP_STOCK,Stock,JP_0051
JCL_0562,fb16a53eeb92aff3fb58d69540507976,Employee Relations Specialist - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0052
JCL_0563,137b830d9c1c373fee536a1df6e7d3a0,Employee Relations Specialist - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0052
JCL_0564,f5a2c6edd026c4623fa839e155469292,Employee Relations Specialist - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0052
JCL_0565,1ad46dc93a5e8e4010b71274b31d6cf7,Employee Relations Specialist - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0052
JCL_0566,fdf89e39b5a1ae35e68c98710c41a07c,Employee Relations Specialist - Job Collection,JCL_GRP_COLL,Job Collection,JP_0052
JCL_0567,ff1c8a129b7bf87cd923b1a6851fa234,Employee Relations Specialist - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0052
JCL_0568,e68d7eff3b12a71ff7c9e9462d6bfc40,Employee Relations Specialist - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0052
JCL_0569,5ca602e16ab5c7fd5da6d97d8cc81446,Employee Relations Specialist - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0052
JCL_0570,b08182e4704e3b74558e736af157b89f,Employee Relations Specialist - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0052
JCL_0571,bdfe3d1ee9ee6fc7304d20efc39ca56d,Employee Relations Specialist - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0052
JCL_0572,28be329c95a3470a9468a7f4da70345a,Employee Relations Specialist - Stock,JCL_GRP_STOCK,Stock,JP_0052
JCL_0573,a96cae4d63191639e476e1b3f47bfa7b,Corporate Counsel - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0053
JCL_0574,1011f37923f7ec7598974673f25819ed,Corporate Counsel - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0053
JCL_0575,d047f1f8346b029bd25cc79eee922c94,Corporate Counsel - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0053
JCL_0576,0d3827ee59e9aa9dbac12abb9990cda7,Corporate Counsel - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0053
JCL_0577,326f6c94f681c38942e145695a2948bc,Corporate Counsel - Job Collection,JCL_GRP_COLL,Job Collection,JP_0053
JCL_0578,f8fca158bf680c164c1921ac4ede353d,Corporate Counsel - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0053
JCL_0579,6fe55e902b2faf7544d9f27bdde975ca,Corporate Counsel - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0053
